<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.11.16	18:00:00	1.06719	1.06809	1.06656	1.06801	5895	5276839000	7
2016.11.16	18:30:00	1.06800	1.06996	1.06777	1.06986	4356	3863328000	7
2016.11.16	19:00:00	1.06986	1.07141	1.06984	1.07062	4131	3740862000	7
2016.11.16	19:30:00	1.07062	1.07063	1.06934	1.06951	3543	4055027000	7
2016.11.16	20:00:00	1.06951	1.06971	1.06817	1.06853	3045	3298000000	7
2016.11.16	20:30:00	1.06854	1.06863	1.06698	1.06718	3121	3805200000	7
2016.11.16	21:00:00	1.06713	1.06790	1.06668	1.06701	2646	3154538000	7
2016.11.16	21:30:00	1.06703	1.06825	1.06700	1.06805	2564	2402334000	7
2016.11.16	22:00:00	1.06804	1.06909	1.06787	1.06853	2287	1505405000	7
2016.11.16	22:30:00	1.06853	1.06858	1.06786	1.06830	2012	1731848000	7
2016.11.16	23:00:00	1.06831	1.06877	1.06801	1.06864	2620	3111469000	7
2016.11.16	23:30:00	1.06864	1.06911	1.06846	1.06898	1550	1171182000	7
2016.11.17	00:00:00	1.06899	1.06972	1.06881	1.06942	744	374368000	7
2016.11.17	00:30:00	1.06942	1.07026	1.06921	1.06992	1877	1209333000	7
2016.11.17	01:00:00	1.06992	1.07108	1.06986	1.07071	2266	1630399000	7
2016.11.17	01:30:00	1.07071	1.07114	1.06994	1.07058	1927	1481699000	7
2016.11.17	02:00:00	1.07058	1.07070	1.06976	1.07029	2005	2113010000	7
2016.11.17	02:30:00	1.07029	1.07089	1.07004	1.07021	1637	1823533000	7
2016.11.17	03:00:00	1.07023	1.07143	1.06916	1.07088	3752	3433543000	7
2016.11.17	03:30:00	1.07088	1.07129	1.07026	1.07068	2664	2546382000	7
2016.11.17	04:00:00	1.07069	1.07069	1.06961	1.06996	2794	2716255000	7
2016.11.17	04:30:00	1.06996	1.07020	1.06970	1.07004	1636	1671452000	7
2016.11.17	05:00:00	1.07005	1.07059	1.06988	1.07026	1995	2495766000	7
2016.11.17	05:30:00	1.07025	1.07027	1.06916	1.06933	2085	2517664000	7
2016.11.17	06:00:00	1.06933	1.06968	1.06919	1.06936	1869	2245971000	7
2016.11.17	06:30:00	1.06936	1.07000	1.06928	1.06975	1530	1916921000	7
2016.11.17	07:00:00	1.06974	1.07009	1.06957	1.07007	1540	1617687000	7
2016.11.17	07:30:00	1.07006	1.07023	1.06968	1.06991	1640	1826711000	7
2016.11.17	08:00:00	1.06991	1.07012	1.06891	1.06892	1980	1740346000	7
2016.11.17	08:30:00	1.06893	1.06949	1.06827	1.06939	3235	3902612000	7
2016.11.17	09:00:00	1.06939	1.07026	1.06867	1.06976	3749	3984941000	7
2016.11.17	09:30:00	1.06976	1.07188	1.06918	1.07146	3776	3565940000	7
2016.11.17	10:00:00	1.07147	1.07272	1.07080	1.07183	5005	4168469000	7
2016.11.17	10:30:00	1.07183	1.07360	1.07085	1.07357	4352	3925174000	7
2016.11.17	11:00:00	1.07357	1.07360	1.07220	1.07313	4064	3789318000	7
2016.11.17	11:30:00	1.07312	1.07317	1.07201	1.07238	4209	3607233000	7
2016.11.17	12:00:00	1.07236	1.07294	1.07153	1.07292	3508	3072412000	7
2016.11.17	12:30:00	1.07291	1.07316	1.07236	1.07295	2991	2757576000	7
2016.11.17	13:00:00	1.07295	1.07384	1.07267	1.07377	3440	3467355000	7
2016.11.17	13:30:00	1.07377	1.07386	1.07319	1.07349	3000	2300617000	7
2016.11.17	14:00:00	1.07349	1.07453	1.07257	1.07385	3820	3208032000	7
2016.11.17	14:30:00	1.07384	1.07391	1.07161	1.07161	3901	4023783000	7
2016.11.17	15:00:00	1.07160	1.07336	1.07034	1.07180	7594	7082459000	7
2016.11.17	15:30:00	1.07176	1.07313	1.06809	1.06874	6984	6074751000	7
2016.11.17	16:00:00	1.06877	1.07146	1.06874	1.07103	5360	5038232000	7
2016.11.17	16:30:00	1.07106	1.07126	1.06849	1.06881	5640	5246801000	7
2016.11.17	17:00:00	1.06881	1.06976	1.06733	1.06780	5917	5231892000	7
2016.11.17	17:30:00	1.06780	1.06843	1.06619	1.06731	7382	6905526000	7
2016.11.17	18:00:00	1.06730	1.06817	1.06572	1.06582	5598	4939624000	7
2016.11.17	18:30:00	1.06581	1.06622	1.06516	1.06551	4530	4044493000	7
2016.11.17	19:00:00	1.06551	1.06573	1.06520	1.06562	2772	3043115000	7
2016.11.17	19:30:00	1.06563	1.06565	1.06292	1.06353	4989	5108211000	7
2016.11.17	20:00:00	1.06354	1.06440	1.06285	1.06425	3647	3244235000	7
2016.11.17	20:30:00	1.06424	1.06424	1.06275	1.06277	2804	2656172000	7
2016.11.17	21:00:00	1.06277	1.06347	1.06240	1.06281	2987	2451483000	7
2016.11.17	21:30:00	1.06281	1.06338	1.06229	1.06260	2345	2036432000	7
2016.11.17	22:00:00	1.06260	1.06263	1.06200	1.06228	2390	2390026000	7
2016.11.17	22:30:00	1.06228	1.06258	1.06197	1.06243	2105	2293628000	7
2016.11.17	23:00:00	1.06243	1.06296	1.06211	1.06231	1831	2162035000	7
2016.11.17	23:30:00	1.06231	1.06280	1.06206	1.06241	1965	2337029000	7
2016.11.18	00:00:00	1.06216	1.06281	1.06216	1.06234	655	331986000	0
2016.11.18	00:30:00	1.06240	1.06269	1.06198	1.06256	1285	733002000	7
2016.11.18	01:00:00	1.06256	1.06288	1.06233	1.06271	2055	1618047000	7
2016.11.18	01:30:00	1.06271	1.06275	1.06202	1.06218	2068	1924730000	7
2016.11.18	02:00:00	1.06218	1.06279	1.06106	1.06115	2987	2613914000	7
2016.11.18	02:30:00	1.06115	1.06155	1.06044	1.06143	2951	3025343000	7
2016.11.18	03:00:00	1.06143	1.06150	1.05841	1.05852	3386	3382599000	7
2016.11.18	03:30:00	1.05853	1.05980	1.05812	1.05939	3694	3234093000	7
2016.11.18	04:00:00	1.05939	1.06052	1.05898	1.05957	3519	2809741000	7
2016.11.18	04:30:00	1.05957	1.06012	1.05917	1.05984	2832	2278447000	7
2016.11.18	05:00:00	1.05984	1.06007	1.05944	1.05952	2349	2248105000	7
2016.11.18	05:30:00	1.05952	1.06039	1.05940	1.06036	2064	1692005000	7
2016.11.18	06:00:00	1.06036	1.06099	1.06014	1.06020	2187	1757391000	7
2016.11.18	06:30:00	1.06020	1.06066	1.05986	1.06064	1927	1858011000	7
2016.11.18	07:00:00	1.06064	1.06077	1.06011	1.06041	1612	1339279000	7
2016.11.18	07:30:00	1.06041	1.06041	1.05848	1.05848	1748	1745950000	7
2016.11.18	08:00:00	1.05846	1.06021	1.05842	1.05992	2971	2647129000	7
2016.11.18	08:30:00	1.05992	1.06065	1.05908	1.05982	2593	2218645000	7
2016.11.18	09:00:00	1.05982	1.06116	1.05876	1.05880	4450	3891711000	7
2016.11.18	09:30:00	1.05880	1.06042	1.05839	1.06042	5295	4225133000	7
2016.11.18	10:00:00	1.06042	1.06135	1.05835	1.05915	6631	5582535000	7
2016.11.18	10:30:00	1.05916	1.06093	1.05874	1.06082	5711	4543407000	7
2016.11.18	11:00:00	1.06080	1.06099	1.05982	1.06045	4383	3575896000	7
2016.11.18	11:30:00	1.06046	1.06125	1.05974	1.05984	3520	2404352000	7
2016.11.18	12:00:00	1.05984	1.06187	1.05972	1.06172	3545	2749937000	7
2016.11.18	12:30:00	1.06173	1.06243	1.06142	1.06203	4345	3865677000	7
2016.11.18	13:00:00	1.06202	1.06250	1.06135	1.06242	3959	3103241000	7
2016.11.18	13:30:00	1.06242	1.06290	1.06191	1.06272	3465	2940244000	7
2016.11.18	14:00:00	1.06273	1.06278	1.06170	1.06223	4257	3198761000	7
2016.11.18	14:30:00	1.06222	1.06425	1.06124	1.06293	5495	5060665000	7
2016.11.18	15:00:00	1.06295	1.06362	1.06206	1.06336	7001	6076339000	7
2016.11.18	15:30:00	1.06335	1.06342	1.06029	1.06103	6083	5068440000	7
2016.11.18	16:00:00	1.06103	1.06223	1.06004	1.06098	5913	4861074000	7
2016.11.18	16:30:00	1.06096	1.06245	1.05966	1.05980	7364	6289918000	7
2016.11.18	17:00:00	1.05981	1.06055	1.05947	1.05992	5591	3813709000	7
2016.11.18	17:30:00	1.05991	1.05991	1.05687	1.05733	7565	6392748000	7
2016.11.18	18:00:00	1.05735	1.05850	1.05702	1.05817	6688	4639850000	7
2016.11.18	18:30:00	1.05821	1.05995	1.05821	1.05993	4730	3681721000	7
2016.11.18	19:00:00	1.05992	1.05992	1.05872	1.05908	2995	2613913000	7
2016.11.18	19:30:00	1.05912	1.05949	1.05830	1.05860	3153	2698925000	7
2016.11.18	20:00:00	1.05860	1.06054	1.05838	1.05987	3113	2758091000	7
2016.11.18	20:30:00	1.05987	1.06013	1.05928	1.05971	2735	2414879000	7
2016.11.18	21:00:00	1.05971	1.06037	1.05952	1.06008	2355	1941130000	7
2016.11.18	21:30:00	1.06008	1.06070	1.05990	1.05994	2023	1700578000	7
2016.11.18	22:00:00	1.05993	1.05999	1.05915	1.05943	2519	2090587000	7
2016.11.18	22:30:00	1.05943	1.05958	1.05851	1.05923	2578	2152645000	7
2016.11.18	23:00:00	1.05923	1.05965	1.05889	1.05918	1799	1567376000	7
2016.11.18	23:30:00	1.05919	1.05969	1.05826	1.05826	1444	1081175000	7
2016.11.21	00:00:00	1.05915	1.05942	1.05852	1.05903	565	251286000	0
2016.11.21	00:30:00	1.05902	1.05908	1.05863	1.05864	852	325342000	7
2016.11.21	01:00:00	1.05863	1.05883	1.05785	1.05805	6133	4849437000	7
2016.11.21	01:30:00	1.05805	1.05839	1.05793	1.05824	2406	1548042000	7
2016.11.21	02:00:00	1.05824	1.06050	1.05823	1.06049	5225	5169792000	7
2016.11.21	02:30:00	1.06050	1.06102	1.05958	1.05971	4802	3883411000	7
2016.11.21	03:00:00	1.05968	1.06039	1.05957	1.06039	3856	3304745000	7
2016.11.21	03:30:00	1.06037	1.06132	1.06016	1.06050	3549	3308206000	7
2016.11.21	04:00:00	1.06051	1.06083	1.06033	1.06082	2088	2481801000	7
2016.11.21	04:30:00	1.06082	1.06112	1.06006	1.06066	2319	2615535000	7
2016.11.21	05:00:00	1.06065	1.06066	1.05944	1.06001	2737	2857205000	7
2016.11.21	05:30:00	1.06003	1.06009	1.05876	1.05955	2432	2301822000	7
2016.11.21	06:00:00	1.05954	1.05988	1.05907	1.05927	2494	2627904000	7
2016.11.21	06:30:00	1.05928	1.05959	1.05912	1.05946	1811	1961940000	7
2016.11.21	07:00:00	1.05946	1.05976	1.05942	1.05975	1314	1414094000	7
2016.11.21	07:30:00	1.05977	1.06044	1.05976	1.06009	1972	1897774000	7
2016.11.21	08:00:00	1.06005	1.06025	1.05970	1.06006	1671	1605419000	7
2016.11.21	08:30:00	1.06005	1.06109	1.06004	1.06071	2221	2178396000	7
2016.11.21	09:00:00	1.06071	1.06242	1.06033	1.06238	3341	3064404000	7
2016.11.21	09:30:00	1.06238	1.06355	1.06176	1.06307	4739	3948604000	7
2016.11.21	10:00:00	1.06309	1.06373	1.06269	1.06370	4884	3685067000	7
2016.11.21	10:30:00	1.06370	1.06448	1.06245	1.06432	4099	3105075000	7
2016.11.21	11:00:00	1.06432	1.06488	1.06331	1.06332	4112	3426584000	7
2016.11.21	11:30:00	1.06332	1.06374	1.06274	1.06316	3059	2123606000	7
2016.11.21	12:00:00	1.06317	1.06366	1.06193	1.06235	4021	3118429000	7
2016.11.21	12:30:00	1.06235	1.06396	1.06216	1.06308	3344	2727258000	7
2016.11.21	13:00:00	1.06305	1.06346	1.06194	1.06229	3292	2694964000	7
2016.11.21	13:30:00	1.06228	1.06368	1.06175	1.06321	4070	3073427000	7
2016.11.21	14:00:00	1.06323	1.06463	1.06287	1.06334	3799	2651389000	7
2016.11.21	14:30:00	1.06329	1.06393	1.06290	1.06326	3556	2605028000	7
2016.11.21	15:00:00	1.06329	1.06399	1.06217	1.06378	5393	3596353000	7
2016.11.21	15:30:00	1.06378	1.06454	1.06330	1.06389	5927	4461438000	7
2016.11.21	16:00:00	1.06388	1.06388	1.06104	1.06248	5527	4258749000	7
2016.11.21	16:30:00	1.06247	1.06342	1.06157	1.06207	6184	5340216000	7
2016.11.21	17:00:00	1.06206	1.06363	1.06206	1.06264	5996	5344206000	7
2016.11.21	17:30:00	1.06262	1.06333	1.06149	1.06216	5075	4214078000	7
2016.11.21	18:00:00	1.06216	1.06280	1.06101	1.06139	4832	4033783000	7
2016.11.21	18:30:00	1.06136	1.06156	1.05922	1.05960	4398	3516987000	7
2016.11.21	19:00:00	1.05960	1.06132	1.05959	1.06074	3359	2878337000	7
2016.11.21	19:30:00	1.06074	1.06100	1.06039	1.06055	3209	2494834000	7
2016.11.21	20:00:00	1.06053	1.06075	1.05905	1.05911	3254	2774924000	7
2016.11.21	20:30:00	1.05909	1.06059	1.05896	1.06004	3309	3284308000	7
2016.11.21	21:00:00	1.06004	1.06050	1.05993	1.06009	2314	1999575000	7
2016.11.21	21:30:00	1.06009	1.06107	1.05990	1.06093	2483	1926083000	7
2016.11.21	22:00:00	1.06093	1.06195	1.06093	1.06174	2521	2626341000	7
2016.11.21	22:30:00	1.06174	1.06274	1.06159	1.06250	2758	3022707000	7
2016.11.21	23:00:00	1.06250	1.06399	1.06248	1.06258	3636	3388420000	7
2016.11.21	23:30:00	1.06258	1.06307	1.06245	1.06264	2449	2522104000	7
2016.11.22	00:00:00	1.06256	1.06357	1.06229	1.06338	846	735815000	7
2016.11.22	00:30:00	1.06338	1.06351	1.06262	1.06302	1001	850269000	7
2016.11.22	01:00:00	1.06302	1.06309	1.06250	1.06273	1825	1586836000	7
2016.11.22	01:30:00	1.06273	1.06379	1.06269	1.06371	2273	1995224000	7
2016.11.22	02:00:00	1.06370	1.06492	1.06334	1.06475	3610	3717342000	7
2016.11.22	02:30:00	1.06475	1.06475	1.06338	1.06378	2785	2804337000	7
2016.11.22	03:00:00	1.06378	1.06454	1.06363	1.06416	3005	2913293000	7
2016.11.22	03:30:00	1.06416	1.06446	1.06331	1.06347	3419	3028769000	7
2016.11.22	04:00:00	1.06347	1.06379	1.06282	1.06301	3201	3109333000	7
2016.11.22	04:30:00	1.06301	1.06332	1.06259	1.06279	2571	2969555000	7
2016.11.22	05:00:00	1.06279	1.06306	1.06247	1.06278	2380	2347824000	7
2016.11.22	05:30:00	1.06275	1.06334	1.06256	1.06312	2298	2133712000	7
2016.11.22	06:00:00	1.06311	1.06318	1.06260	1.06313	1833	1853287000	7
2016.11.22	06:30:00	1.06312	1.06317	1.06265	1.06277	1625	1587589000	7
2016.11.22	07:00:00	1.06277	1.06286	1.06240	1.06261	1773	1898148000	7
2016.11.22	07:30:00	1.06262	1.06325	1.06261	1.06299	1848	1891128000	7
2016.11.22	08:00:00	1.06301	1.06328	1.06220	1.06247	2141	2179039000	7
2016.11.22	08:30:00	1.06247	1.06253	1.06145	1.06145	2857	3151832000	7
2016.11.22	09:00:00	1.06147	1.06194	1.06042	1.06103	3833	3808546000	7
2016.11.22	09:30:00	1.06106	1.06213	1.06058	1.06190	3845	2821815000	7
2016.11.22	10:00:00	1.06191	1.06295	1.06120	1.06290	4694	3683219000	7
2016.11.22	10:30:00	1.06291	1.06395	1.06272	1.06387	3940	3140484000	7
2016.11.22	11:00:00	1.06386	1.06575	1.06353	1.06527	4907	3754292000	7
2016.11.22	11:30:00	1.06529	1.06574	1.06409	1.06468	4077	3379710000	7
2016.11.22	12:00:00	1.06467	1.06491	1.06325	1.06332	3390	2853658000	7
2016.11.22	12:30:00	1.06330	1.06370	1.06288	1.06321	3321	2739743000	7
2016.11.22	13:00:00	1.06320	1.06381	1.06258	1.06374	2938	2671905000	7
2016.11.22	13:30:00	1.06374	1.06431	1.06281	1.06301	3184	2924730000	7
2016.11.22	14:00:00	1.06302	1.06308	1.06206	1.06215	3008	2287900000	7
2016.11.22	14:30:00	1.06215	1.06232	1.06044	1.06107	4248	3828946000	7
2016.11.22	15:00:00	1.06104	1.06205	1.06089	1.06136	5026	4187800000	7
2016.11.22	15:30:00	1.06134	1.06156	1.06035	1.06110	4203	3174809000	7
2016.11.22	16:00:00	1.06109	1.06264	1.06095	1.06201	4373	3190934000	7
2016.11.22	16:30:00	1.06201	1.06258	1.06141	1.06214	5374	4279703000	7
2016.11.22	17:00:00	1.06213	1.06226	1.05967	1.06003	5912	4995604000	7
2016.11.22	17:30:00	1.06003	1.06028	1.05837	1.05845	6505	5681229000	7
2016.11.22	18:00:00	1.05840	1.06164	1.05835	1.06118	6137	5329846000	7
2016.11.22	18:30:00	1.06118	1.06249	1.06118	1.06181	3985	3299261000	7
2016.11.22	19:00:00	1.06179	1.06384	1.06164	1.06263	3522	3148901000	7
2016.11.22	19:30:00	1.06264	1.06278	1.06202	1.06242	2492	1964355000	7
2016.11.22	20:00:00	1.06242	1.06253	1.06135	1.06178	3344	2717099000	7
2016.11.22	20:30:00	1.06176	1.06195	1.06103	1.06188	2586	2279360000	7
2016.11.22	21:00:00	1.06189	1.06214	1.06139	1.06157	2406	1821086000	7
2016.11.22	21:30:00	1.06157	1.06262	1.06156	1.06235	2492	2157171000	7
2016.11.22	22:00:00	1.06235	1.06265	1.06181	1.06258	2065	1479109000	7
2016.11.22	22:30:00	1.06256	1.06283	1.06187	1.06239	2223	1706248000	7
2016.11.22	23:00:00	1.06239	1.06291	1.06238	1.06240	1823	1703050000	7
2016.11.22	23:30:00	1.06242	1.06294	1.06232	1.06243	1741	1464961000	7
2016.11.23	00:00:00	1.06220	1.06281	1.06214	1.06254	554	380795000	0
2016.11.23	00:30:00	1.06255	1.06296	1.06218	1.06267	824	627079000	7
2016.11.23	01:00:00	1.06263	1.06320	1.06255	1.06284	1646	1158157000	7
2016.11.23	01:30:00	1.06284	1.06340	1.06274	1.06327	2375	2094282000	7
2016.11.23	02:00:00	1.06328	1.06343	1.06279	1.06291	1714	1932816000	7
2016.11.23	02:30:00	1.06292	1.06315	1.06241	1.06242	1269	1382673000	7
2016.11.23	03:00:00	1.06241	1.06306	1.06214	1.06268	1697	1743617000	7
2016.11.23	03:30:00	1.06269	1.06304	1.06235	1.06238	1679	1849420000	7
2016.11.23	04:00:00	1.06238	1.06282	1.06237	1.06268	1162	1316693000	7
2016.11.23	04:30:00	1.06267	1.06310	1.06251	1.06304	1127	1235051000	7
2016.11.23	05:00:00	1.06308	1.06312	1.06225	1.06260	1530	1614445000	7
2016.11.23	05:30:00	1.06260	1.06261	1.06193	1.06259	1375	1417587000	7
2016.11.23	06:00:00	1.06258	1.06260	1.06204	1.06249	1182	1169804000	7
2016.11.23	06:30:00	1.06249	1.06258	1.06212	1.06256	798	792372000	7
2016.11.23	07:00:00	1.06256	1.06295	1.06255	1.06271	1399	1492257000	7
2016.11.23	07:30:00	1.06272	1.06295	1.06271	1.06290	1201	1379355000	7
2016.11.23	08:00:00	1.06290	1.06319	1.06265	1.06315	1072	1132611000	7
2016.11.23	08:30:00	1.06314	1.06424	1.06297	1.06390	2141	2193405000	7
2016.11.23	09:00:00	1.06391	1.06433	1.06336	1.06377	2958	2822173000	7
2016.11.23	09:30:00	1.06377	1.06386	1.06226	1.06241	2655	2269005000	7
2016.11.23	10:00:00	1.06238	1.06259	1.06152	1.06183	3294	2523850000	7
2016.11.23	10:30:00	1.06183	1.06200	1.06061	1.06085	3878	3189603000	7
2016.11.23	11:00:00	1.06085	1.06133	1.05998	1.06069	3392	2461568000	7
2016.11.23	11:30:00	1.06069	1.06158	1.06052	1.06118	2618	2351817000	7
2016.11.23	12:00:00	1.06118	1.06150	1.06042	1.06138	3046	2149106000	7
2016.11.23	12:30:00	1.06138	1.06307	1.06103	1.06269	5412	4152743000	7
2016.11.23	13:00:00	1.06269	1.06361	1.06194	1.06270	3916	2599084000	7
2016.11.23	13:30:00	1.06270	1.06357	1.06211	1.06221	3000	2354649000	7
2016.11.23	14:00:00	1.06221	1.06231	1.06154	1.06163	3512	2688271000	7
2016.11.23	14:30:00	1.06162	1.06231	1.06111	1.06120	4108	3211505000	7
2016.11.23	15:00:00	1.06119	1.06130	1.05896	1.05899	5253	3997765000	7
2016.11.23	15:30:00	1.05896	1.05896	1.05561	1.05573	8219	6694605000	7
2016.11.23	16:00:00	1.05572	1.05572	1.05406	1.05542	6938	5131294000	7
2016.11.23	16:30:00	1.05542	1.05602	1.05413	1.05530	6242	4805757000	7
2016.11.23	17:00:00	1.05529	1.05599	1.05320	1.05363	6488	5053028000	7
2016.11.23	17:30:00	1.05363	1.05396	1.05258	1.05323	7015	5560835000	7
2016.11.23	18:00:00	1.05322	1.05520	1.05291	1.05472	6201	4361312000	7
2016.11.23	18:30:00	1.05471	1.05656	1.05463	1.05583	5460	4178551000	7
2016.11.23	19:00:00	1.05583	1.05641	1.05491	1.05626	3539	2631869000	7
2016.11.23	19:30:00	1.05626	1.05656	1.05547	1.05567	3410	2604317000	7
2016.11.23	20:00:00	1.05567	1.05618	1.05532	1.05572	3179	2633955000	7
2016.11.23	20:30:00	1.05570	1.05639	1.05472	1.05515	3204	2463495000	7
2016.11.23	21:00:00	1.05508	1.05598	1.05373	1.05485	7131	6899226000	7
2016.11.23	21:30:00	1.05484	1.05540	1.05417	1.05481	3521	3307601000	7
2016.11.23	22:00:00	1.05481	1.05568	1.05473	1.05561	2643	2419568000	7
2016.11.23	22:30:00	1.05562	1.05570	1.05517	1.05526	2384	2098823000	7
2016.11.23	23:00:00	1.05528	1.05535	1.05496	1.05514	2015	1633284000	7
2016.11.23	23:30:00	1.05514	1.05520	1.05479	1.05516	1462	1597559000	8
2016.11.24	00:00:00	1.05485	1.05556	1.05439	1.05499	839	473194000	0
2016.11.24	00:30:00	1.05498	1.05515	1.05481	1.05509	649	674559000	17
2016.11.24	01:00:00	1.05510	1.05513	1.05408	1.05410	2703	1968826000	7
2016.11.24	01:30:00	1.05409	1.05443	1.05377	1.05418	2631	1671730000	8
2016.11.24	02:00:00	1.05418	1.05449	1.05326	1.05401	3187	3056727000	7
2016.11.24	02:30:00	1.05401	1.05445	1.05342	1.05391	2649	2600196000	7
2016.11.24	03:00:00	1.05395	1.05418	1.05316	1.05401	3166	3141216000	7
2016.11.24	03:30:00	1.05402	1.05433	1.05333	1.05346	3829	4018266000	7
2016.11.24	04:00:00	1.05346	1.05382	1.05320	1.05336	2446	2871718000	7
2016.11.24	04:30:00	1.05335	1.05335	1.05277	1.05291	2845	2954811000	7
2016.11.24	05:00:00	1.05291	1.05311	1.05247	1.05291	2671	2840708000	7
2016.11.24	05:30:00	1.05292	1.05362	1.05265	1.05325	2101	1928035000	7
2016.11.24	06:00:00	1.05325	1.05412	1.05319	1.05407	1923	1744657000	7
2016.11.24	06:30:00	1.05407	1.05441	1.05380	1.05433	2426	2349455000	7
2016.11.24	07:00:00	1.05433	1.05469	1.05411	1.05421	2025	1857238000	7
2016.11.24	07:30:00	1.05420	1.05502	1.05407	1.05467	2821	2659937000	7
2016.11.24	08:00:00	1.05467	1.05471	1.05409	1.05421	2187	2101331000	7
2016.11.24	08:30:00	1.05422	1.05437	1.05380	1.05394	1980	1764079000	7
2016.11.24	09:00:00	1.05394	1.05492	1.05317	1.05487	3394	3251674000	7
2016.11.24	09:30:00	1.05487	1.05488	1.05199	1.05360	5301	3832668000	7
2016.11.24	10:00:00	1.05361	1.05403	1.05176	1.05381	5517	4131011000	7
2016.11.24	10:30:00	1.05380	1.05690	1.05338	1.05538	5343	4321249000	7
2016.11.24	11:00:00	1.05538	1.05775	1.05513	1.05642	4803	4060414000	7
2016.11.24	11:30:00	1.05642	1.05780	1.05614	1.05667	4426	3366430000	7
2016.11.24	12:00:00	1.05667	1.05678	1.05511	1.05528	3936	3037876000	7
2016.11.24	12:30:00	1.05527	1.05732	1.05487	1.05679	4158	3334030000	7
2016.11.24	13:00:00	1.05679	1.05784	1.05640	1.05774	3892	3256213000	7
2016.11.24	13:30:00	1.05776	1.05849	1.05597	1.05643	4016	3591518000	7
2016.11.24	14:00:00	1.05643	1.05747	1.05634	1.05705	3621	3374117000	7
2016.11.24	14:30:00	1.05706	1.05707	1.05476	1.05509	3924	3747747000	7
2016.11.24	15:00:00	1.05509	1.05516	1.05426	1.05507	4191	4222587000	7
2016.11.24	15:30:00	1.05508	1.05686	1.05504	1.05623	3702	3524282000	7
2016.11.24	16:00:00	1.05623	1.05728	1.05560	1.05663	3574	3332562000	7
