<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.11.07	13:30:00	1.37561	1.37661	1.37500	1.37588	2048	0	7
2011.11.07	14:00:00	1.37590	1.37646	1.37242	1.37265	2394	0	7
2011.11.07	14:30:00	1.37264	1.37404	1.37221	1.37385	2347	0	7
2011.11.07	15:00:00	1.37388	1.37842	1.37340	1.37710	3015	0	8
2011.11.07	15:30:00	1.37710	1.38123	1.37631	1.38061	3395	0	7
2011.11.07	16:00:00	1.38058	1.38100	1.37709	1.37711	3193	0	7
2011.11.07	16:30:00	1.37711	1.37783	1.37444	1.37503	3122	0	7
2011.11.07	17:00:00	1.37500	1.37716	1.37305	1.37385	3004	0	8
2011.11.07	17:30:00	1.37385	1.37490	1.37344	1.37425	2738	0	7
2011.11.07	18:00:00	1.37424	1.37528	1.37282	1.37296	2559	0	9
