<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.11.16	17:30:00	1.35036	1.35136	1.34935	1.35054	2638	0	8
2011.11.16	18:00:00	1.35055	1.35067	1.34973	1.35031	2122	0	18
2011.11.16	18:30:00	1.35030	1.35243	1.35015	1.35220	2332	0	7
2011.11.16	19:00:00	1.35219	1.35391	1.35191	1.35385	2241	0	8
2011.11.16	19:30:00	1.35383	1.35520	1.35322	1.35377	2313	0	8
2011.11.16	20:00:00	1.35378	1.35390	1.35182	1.35205	1633	0	13
2011.11.16	20:30:00	1.35203	1.35276	1.35093	1.35120	1647	0	12
2011.11.16	21:00:00	1.35120	1.35171	1.34936	1.34942	2015	0	13
2011.11.16	21:30:00	1.34941	1.34942	1.34739	1.34745	2398	0	13
2011.11.16	22:00:00	1.34746	1.34779	1.34569	1.34582	1746	0	14
2011.11.16	22:30:00	1.34581	1.34638	1.34521	1.34632	1447	0	14
2011.11.16	23:00:00	1.34629	1.34630	1.34470	1.34515	1432	0	18
2011.11.16	23:30:00	1.34517	1.34656	1.34483	1.34547	1206	0	14
2011.11.17	00:00:00	1.34552	1.34575	1.34283	1.34334	1552	0	13
2011.11.17	00:30:00	1.34336	1.34428	1.34213	1.34391	1722	0	15
2011.11.17	01:00:00	1.34390	1.34565	1.34381	1.34451	1703	0	13
2011.11.17	01:30:00	1.34451	1.34480	1.34293	1.34396	1571	0	13
2011.11.17	02:00:00	1.34396	1.34443	1.34226	1.34435	1843	0	14
2011.11.17	02:30:00	1.34439	1.34597	1.34389	1.34567	1611	0	13
2011.11.17	03:00:00	1.34567	1.34579	1.34466	1.34579	1385	0	13
2011.11.17	03:30:00	1.34578	1.34730	1.34574	1.34720	1705	0	13
2011.11.17	04:00:00	1.34719	1.34759	1.34605	1.34717	1394	0	13
2011.11.17	04:30:00	1.34717	1.34778	1.34668	1.34711	1487	0	13
2011.11.17	05:00:00	1.34710	1.34846	1.34706	1.34780	1226	0	13
2011.11.17	05:30:00	1.34779	1.34930	1.34706	1.34868	1241	0	12
2011.11.17	06:00:00	1.34870	1.34929	1.34786	1.34892	1911	0	9
2011.11.17	06:30:00	1.34892	1.35137	1.34856	1.35061	2074	0	7
2011.11.17	07:00:00	1.35063	1.35099	1.34943	1.35027	2009	0	7
2011.11.17	07:30:00	1.35028	1.35174	1.35019	1.35070	2261	0	8
2011.11.17	08:00:00	1.35070	1.35132	1.34824	1.34915	2631	0	8
2011.11.17	08:30:00	1.34914	1.34982	1.34696	1.34775	2680	0	8
2011.11.17	09:00:00	1.34773	1.35015	1.34676	1.34758	3155	0	9
2011.11.17	09:30:00	1.34758	1.34893	1.34525	1.34833	3154	0	8
2011.11.17	10:00:00	1.34832	1.34949	1.34690	1.34839	3082	0	8
2011.11.17	10:30:00	1.34842	1.34913	1.34366	1.34614	3070	0	9
2011.11.17	11:00:00	1.34616	1.34688	1.34389	1.34626	3356	0	10
2011.11.17	11:30:00	1.34630	1.34811	1.34591	1.34731	3122	0	7
2011.11.17	12:00:00	1.34731	1.34910	1.34667	1.34818	2822	0	7
2011.11.17	12:30:00	1.34818	1.34910	1.34572	1.34673	2702	0	8
2011.11.17	13:00:00	1.34671	1.34676	1.34365	1.34544	3117	0	8
2011.11.17	13:30:00	1.34544	1.34966	1.34453	1.34941	3178	0	8
2011.11.17	14:00:00	1.34940	1.35072	1.34785	1.34860	2830	0	6
2011.11.17	14:30:00	1.34860	1.35202	1.34836	1.35048	3031	0	8
2011.11.17	15:00:00	1.35049	1.35338	1.34996	1.35171	3270	0	7
2011.11.17	15:30:00	1.35170	1.35219	1.34911	1.35079	3288	0	7
2011.11.17	16:00:00	1.35082	1.35392	1.34999	1.35268	3520	0	9
2011.11.17	16:30:00	1.35268	1.35347	1.35072	1.35131	3367	0	9
2011.11.17	17:00:00	1.35130	1.35160	1.34973	1.35081	3097	0	9
2011.11.17	17:30:00	1.35082	1.35302	1.35078	1.35214	2782	0	7
2011.11.17	18:00:00	1.35212	1.35222	1.35003	1.35005	2743	0	8
2011.11.17	18:30:00	1.35006	1.35006	1.34592	1.34718	3313	0	8
2011.11.17	19:00:00	1.34722	1.34817	1.34489	1.34695	2961	0	8
2011.11.17	19:30:00	1.34695	1.34727	1.34501	1.34649	2856	0	8
2011.11.17	20:00:00	1.34650	1.34694	1.34569	1.34666	2188	0	13
2011.11.17	20:30:00	1.34667	1.34769	1.34603	1.34621	1827	0	13
2011.11.17	21:00:00	1.34620	1.34740	1.34565	1.34668	2005	0	13
2011.11.17	21:30:00	1.34668	1.34690	1.34571	1.34644	1812	0	13
2011.11.17	22:00:00	1.34645	1.34661	1.34524	1.34608	1484	0	13
2011.11.17	22:30:00	1.34609	1.34629	1.34540	1.34569	1149	0	14
2011.11.17	23:00:00	1.34568	1.34643	1.34544	1.34586	806	0	18
2011.11.17	23:30:00	1.34584	1.34695	1.34582	1.34688	1134	0	14
2011.11.18	00:00:00	1.34683	1.34718	1.34632	1.34659	1391	0	12
2011.11.18	00:30:00	1.34658	1.34669	1.34527	1.34533	1357	0	13
2011.11.18	01:00:00	1.34534	1.34639	1.34470	1.34620	1721	0	13
2011.11.18	01:30:00	1.34621	1.34655	1.34522	1.34580	1354	0	13
2011.11.18	02:00:00	1.34581	1.34664	1.34525	1.34651	1324	0	13
2011.11.18	02:30:00	1.34652	1.34657	1.34562	1.34618	1307	0	12
2011.11.18	03:00:00	1.34617	1.34848	1.34615	1.34832	1523	0	13
2011.11.18	03:30:00	1.34831	1.35032	1.34829	1.34918	1903	0	14
2011.11.18	04:00:00	1.34919	1.34977	1.34883	1.34915	1432	0	12
2011.11.18	04:30:00	1.34917	1.34974	1.34911	1.34921	1410	0	12
2011.11.18	05:00:00	1.34920	1.34923	1.34813	1.34834	1120	0	13
2011.11.18	05:30:00	1.34835	1.34840	1.34747	1.34773	1262	0	13
2011.11.18	06:00:00	1.34774	1.34793	1.34670	1.34759	1873	0	7
2011.11.18	06:30:00	1.34758	1.34854	1.34732	1.34756	1957	0	8
2011.11.18	07:00:00	1.34756	1.34944	1.34733	1.34926	2005	0	7
2011.11.18	07:30:00	1.34927	1.34961	1.34756	1.34819	2217	0	7
2011.11.18	08:00:00	1.34819	1.35184	1.34814	1.35130	2760	0	8
2011.11.18	08:30:00	1.35132	1.35305	1.35060	1.35152	2709	0	5
2011.11.18	09:00:00	1.35150	1.35223	1.34892	1.34946	3277	0	4
2011.11.18	09:30:00	1.34946	1.35114	1.34824	1.35011	2866	0	6
2011.11.18	10:00:00	1.35008	1.35449	1.34978	1.35409	3176	0	8
2011.11.18	10:30:00	1.35409	1.35484	1.35315	1.35367	2759	0	18
2011.11.18	11:00:00	1.35369	1.35468	1.35241	1.35241	2570	0	10
2011.11.18	11:30:00	1.35243	1.35266	1.35110	1.35243	2701	0	8
2011.11.18	12:00:00	1.35242	1.35246	1.35101	1.35216	2466	0	8
2011.11.18	12:30:00	1.35216	1.35958	1.35200	1.35941	2981	0	9
2011.11.18	13:00:00	1.35942	1.36000	1.35739	1.35951	3126	0	6
2011.11.18	13:30:00	1.35951	1.36136	1.35815	1.35816	3009	0	8
2011.11.18	14:00:00	1.35818	1.35863	1.35624	1.35706	2755	0	6
2011.11.18	14:30:00	1.35708	1.35881	1.35680	1.35817	2446	0	7
2011.11.18	15:00:00	1.35818	1.35871	1.35585	1.35711	2706	0	8
2011.11.18	15:30:00	1.35714	1.35727	1.35225	1.35398	3534	0	8
2011.11.18	16:00:00	1.35398	1.35398	1.34991	1.35143	3410	0	8
2011.11.18	16:30:00	1.35138	1.35382	1.35083	1.35225	3067	0	8
2011.11.18	17:00:00	1.35223	1.35229	1.35054	1.35137	2756	0	6
2011.11.18	17:30:00	1.35134	1.35203	1.35058	1.35198	2538	0	7
2011.11.18	18:00:00	1.35199	1.35202	1.34951	1.35111	2764	0	8
2011.11.18	18:30:00	1.35109	1.35334	1.35107	1.35156	2414	0	7
2011.11.18	19:00:00	1.35157	1.35304	1.35115	1.35273	2002	0	7
2011.11.18	19:30:00	1.35280	1.35376	1.35263	1.35285	1804	0	18
2011.11.18	20:00:00	1.35287	1.35360	1.35199	1.35241	1618	0	14
2011.11.18	20:30:00	1.35243	1.35321	1.35116	1.35135	1750	0	13
2011.11.18	21:00:00	1.35137	1.35170	1.35099	1.35122	1814	0	13
2011.11.18	21:30:00	1.35123	1.35214	1.35077	1.35158	1789	0	14
2011.11.18	22:00:00	1.35160	1.35226	1.35087	1.35194	1184	0	12
2011.11.18	22:30:00	1.35193	1.35239	1.35126	1.35216	1149	0	15
2011.11.18	23:00:00	1.35220	1.35224	1.35220	1.35222	7	0	57
2011.11.21	00:00:00	1.35214	1.35223	1.35049	1.35140	1688	0	13
2011.11.21	00:30:00	1.35141	1.35352	1.35110	1.35351	1470	0	13
2011.11.21	01:00:00	1.35352	1.35354	1.35157	1.35187	1511	0	12
2011.11.21	01:30:00	1.35188	1.35347	1.35133	1.35207	1676	0	12
2011.11.21	02:00:00	1.35206	1.35280	1.35124	1.35237	1458	0	13
2011.11.21	02:30:00	1.35235	1.35323	1.35112	1.35228	1512	0	13
2011.11.21	03:00:00	1.35226	1.35295	1.35191	1.35214	1237	0	12
2011.11.21	03:30:00	1.35215	1.35254	1.35189	1.35223	1071	0	12
2011.11.21	04:00:00	1.35221	1.35375	1.35220	1.35368	1503	0	13
2011.11.21	04:30:00	1.35369	1.35370	1.35258	1.35304	1264	0	12
2011.11.21	05:00:00	1.35301	1.35309	1.35237	1.35238	1035	0	13
2011.11.21	05:30:00	1.35235	1.35274	1.35197	1.35244	1064	0	12
2011.11.21	06:00:00	1.35245	1.35254	1.35129	1.35220	1516	0	8
2011.11.21	06:30:00	1.35218	1.35248	1.35166	1.35226	1568	0	6
2011.11.21	07:00:00	1.35227	1.35244	1.35055	1.35135	1574	0	8
2011.11.21	07:30:00	1.35136	1.35243	1.35110	1.35190	1688	0	8
2011.11.21	08:00:00	1.35191	1.35240	1.35122	1.35204	2355	0	7
2011.11.21	08:30:00	1.35202	1.35235	1.34838	1.34920	2787	0	7
2011.11.21	09:00:00	1.34918	1.34918	1.34575	1.34698	3173	0	7
2011.11.21	09:30:00	1.34699	1.34707	1.34399	1.34566	3154	0	8
2011.11.21	10:00:00	1.34565	1.34634	1.34494	1.34532	2726	0	7
2011.11.21	10:30:00	1.34533	1.34620	1.34390	1.34542	2762	0	7
2011.11.21	11:00:00	1.34548	1.34654	1.34455	1.34498	2794	0	6
2011.11.21	11:30:00	1.34498	1.34640	1.34424	1.34575	2698	0	7
2011.11.21	12:00:00	1.34574	1.34619	1.34350	1.34398	3015	0	7
2011.11.21	12:30:00	1.34397	1.34503	1.34300	1.34464	2428	0	7
2011.11.21	13:00:00	1.34469	1.34569	1.34383	1.34479	2516	0	8
2011.11.21	13:30:00	1.34476	1.34597	1.34448	1.34543	2532	0	7
2011.11.21	14:00:00	1.34544	1.34617	1.34426	1.34569	2526	0	7
2011.11.21	14:30:00	1.34569	1.34767	1.34527	1.34684	2813	0	6
2011.11.21	15:00:00	1.34685	1.34816	1.34625	1.34706	2620	0	7
2011.11.21	15:30:00	1.34705	1.34755	1.34409	1.34469	3156	0	7
2011.11.21	16:00:00	1.34471	1.34813	1.34408	1.34725	3279	0	9
2011.11.21	16:30:00	1.34725	1.34762	1.34568	1.34659	3043	0	7
2011.11.21	17:00:00	1.34660	1.35239	1.34619	1.35131	3288	0	9
2011.11.21	17:30:00	1.35131	1.35288	1.35016	1.35239	2951	0	6
2011.11.21	18:00:00	1.35235	1.35398	1.35135	1.35154	2800	0	7
2011.11.21	18:30:00	1.35153	1.35261	1.35061	1.35061	2252	0	7
2011.11.21	19:00:00	1.35064	1.35218	1.35055	1.35145	2130	0	7
2011.11.21	19:30:00	1.35144	1.35162	1.34973	1.34978	2035	0	8
2011.11.21	20:00:00	1.34980	1.35147	1.34941	1.35103	1935	0	12
2011.11.21	20:30:00	1.35099	1.35152	1.34925	1.34938	1968	0	12
2011.11.21	21:00:00	1.34939	1.35063	1.34861	1.35018	2098	0	12
2011.11.21	21:30:00	1.35020	1.35110	1.35009	1.35015	1933	0	12
2011.11.21	22:00:00	1.35010	1.35058	1.34924	1.34982	1028	0	13
2011.11.21	22:30:00	1.34984	1.35000	1.34873	1.34887	1161	0	12
2011.11.21	23:00:00	1.34886	1.34908	1.34838	1.34881	864	0	18
2011.11.21	23:30:00	1.34883	1.34921	1.34824	1.34855	852	0	14
2011.11.22	00:00:00	1.34854	1.34861	1.34790	1.34834	1025	0	12
2011.11.22	00:30:00	1.34835	1.34849	1.34801	1.34827	788	0	12
2011.11.22	01:00:00	1.34828	1.34987	1.34826	1.34893	1530	0	13
2011.11.22	01:30:00	1.34893	1.34975	1.34871	1.34956	1330	0	13
2011.11.22	02:00:00	1.34953	1.35077	1.34926	1.35015	1525	0	12
2011.11.22	02:30:00	1.35016	1.35016	1.34831	1.34924	1644	0	12
2011.11.22	03:00:00	1.34925	1.34967	1.34856	1.34930	1281	0	12
2011.11.22	03:30:00	1.34929	1.35064	1.34926	1.34996	1202	0	12
2011.11.22	04:00:00	1.34997	1.35009	1.34895	1.34917	1107	0	12
2011.11.22	04:30:00	1.34918	1.34922	1.34800	1.34837	1399	0	12
2011.11.22	05:00:00	1.34838	1.34838	1.34716	1.34761	1476	0	12
2011.11.22	05:30:00	1.34762	1.34762	1.34687	1.34754	1199	0	12
2011.11.22	06:00:00	1.34756	1.34799	1.34717	1.34787	1351	0	8
2011.11.22	06:30:00	1.34786	1.34912	1.34766	1.34904	1796	0	7
2011.11.22	07:00:00	1.34904	1.34940	1.34791	1.34866	2023	0	6
2011.11.22	07:30:00	1.34867	1.34958	1.34810	1.34922	1873	0	7
2011.11.22	08:00:00	1.34922	1.35224	1.34920	1.35150	2653	0	7
2011.11.22	08:30:00	1.35152	1.35324	1.35086	1.35247	2613	0	8
2011.11.22	09:00:00	1.35249	1.35419	1.35156	1.35335	2639	0	7
2011.11.22	09:30:00	1.35332	1.35539	1.35301	1.35330	2644	0	18
2011.11.22	10:00:00	1.35331	1.35422	1.35119	1.35282	2913	0	8
2011.11.22	10:30:00	1.35278	1.35354	1.35168	1.35195	2615	0	7
2011.11.22	11:00:00	1.35196	1.35469	1.35160	1.35379	2474	0	9
2011.11.22	11:30:00	1.35381	1.35557	1.35277	1.35407	2350	0	12
2011.11.22	12:00:00	1.35403	1.35678	1.35339	1.35549	2555	0	8
2011.11.22	12:30:00	1.35546	1.35660	1.35466	1.35518	2703	0	9
2011.11.22	13:00:00	1.35517	1.35531	1.35353	1.35474	2356	0	18
2011.11.22	13:30:00	1.35473	1.35561	1.35336	1.35425	2266	0	11
2011.11.22	14:00:00	1.35427	1.35453	1.35221	1.35266	2312	0	10
2011.11.22	14:30:00	1.35264	1.35306	1.34831	1.34959	3348	0	8
2011.11.22	15:00:00	1.34961	1.35192	1.34937	1.35132	2548	0	8
2011.11.22	15:30:00	1.35125	1.35306	1.35069	1.35184	3102	0	8
2011.11.22	16:00:00	1.35190	1.35281	1.35097	1.35263	3082	0	6
2011.11.22	16:30:00	1.35262	1.35311	1.34875	1.34942	3015	0	8
2011.11.22	17:00:00	1.34944	1.35137	1.34832	1.34973	3157	0	7
2011.11.22	17:30:00	1.34974	1.35017	1.34844	1.34988	2687	0	7
2011.11.22	18:00:00	1.34989	1.35410	1.34988	1.35245	3042	0	7
2011.11.22	18:30:00	1.35244	1.35313	1.35140	1.35217	2382	0	7
2011.11.22	19:00:00	1.35217	1.35233	1.35072	1.35143	2557	0	8
2011.11.22	19:30:00	1.35143	1.35251	1.35128	1.35214	2085	0	7
2011.11.22	20:00:00	1.35216	1.35236	1.35072	1.35151	1192	0	4
2011.11.22	20:30:00	1.35152	1.35157	1.35028	1.35067	1496	0	12
2011.11.22	21:00:00	1.35065	1.35118	1.35040	1.35100	1447	0	13
2011.11.22	21:30:00	1.35100	1.35143	1.35046	1.35120	1508	0	12
2011.11.22	22:00:00	1.35119	1.35143	1.35047	1.35122	1082	0	13
2011.11.22	22:30:00	1.35124	1.35151	1.35030	1.35039	809	0	13
2011.11.22	23:00:00	1.35038	1.35119	1.35035	1.35108	671	0	18
2011.11.22	23:30:00	1.35110	1.35159	1.35066	1.35157	1202	0	14
2011.11.23	00:00:00	1.35160	1.35176	1.35084	1.35173	878	0	12
2011.11.23	00:30:00	1.35173	1.35237	1.35170	1.35184	923	0	12
2011.11.23	01:00:00	1.35183	1.35204	1.35083	1.35162	1203	0	12
2011.11.23	01:30:00	1.35161	1.35304	1.35124	1.35292	1092	0	12
2011.11.23	02:00:00	1.35291	1.35298	1.34951	1.34971	1618	0	8
2011.11.23	02:30:00	1.34971	1.35016	1.34692	1.34692	1940	0	13
2011.11.23	03:00:00	1.34693	1.34725	1.34544	1.34703	1794	0	9
2011.11.23	03:30:00	1.34702	1.34702	1.34519	1.34655	1636	0	14
2011.11.23	04:00:00	1.34653	1.34764	1.34612	1.34718	1360	0	18
2011.11.23	04:30:00	1.34718	1.34762	1.34654	1.34693	1187	0	18
2011.11.23	05:00:00	1.34693	1.34762	1.34662	1.34729	992	0	18
2011.11.23	05:30:00	1.34730	1.34744	1.34598	1.34630	959	0	18
2011.11.23	06:00:00	1.34631	1.34698	1.34559	1.34612	1341	0	18
2011.11.23	06:30:00	1.34611	1.34636	1.34572	1.34621	1176	0	18
2011.11.23	07:00:00	1.34623	1.34657	1.34460	1.34563	1957	0	9
2011.11.23	07:30:00	1.34564	1.34732	1.34561	1.34692	1984	0	18
2011.11.23	08:00:00	1.34694	1.34798	1.34618	1.34668	2213	0	18
2011.11.23	08:30:00	1.34669	1.34672	1.34439	1.34520	2263	0	9
2011.11.23	09:00:00	1.34518	1.34628	1.34396	1.34598	2970	0	9
2011.11.23	09:30:00	1.34597	1.34695	1.34464	1.34559	2683	0	9
2011.11.23	10:00:00	1.34558	1.34564	1.34326	1.34479	3085	0	9
2011.11.23	10:30:00	1.34480	1.34603	1.34415	1.34467	2592	0	8
2011.11.23	11:00:00	1.34468	1.34570	1.33750	1.33770	3496	0	7
2011.11.23	11:30:00	1.33771	1.33955	1.33736	1.33879	3110	0	8
2011.11.23	12:00:00	1.33880	1.34022	1.33763	1.33957	2504	0	8
2011.11.23	12:30:00	1.33957	1.34072	1.33891	1.33903	2622	0	7
2011.11.23	13:00:00	1.33904	1.34029	1.33722	1.33778	2744	0	8
2011.11.23	13:30:00	1.33777	1.33894	1.33733	1.33834	2336	0	7
2011.11.23	14:00:00	1.33835	1.34022	1.33835	1.33884	2544	0	7
2011.11.23	14:30:00	1.33871	1.34031	1.33840	1.33919	2702	0	7
2011.11.23	15:00:00	1.33917	1.34131	1.33869	1.34015	2787	0	8
2011.11.23	15:30:00	1.34016	1.34038	1.33745	1.33760	3205	0	8
2011.11.23	16:00:00	1.33759	1.33775	1.33590	1.33703	3127	0	7
2011.11.23	16:30:00	1.33702	1.33721	1.33469	1.33502	3057	0	7
2011.11.23	17:00:00	1.33503	1.33600	1.33269	1.33332	3114	0	8
2011.11.23	17:30:00	1.33331	1.33523	1.33286	1.33461	2746	0	9
2011.11.23	18:00:00	1.33459	1.33569	1.33458	1.33497	2455	0	7
2011.11.23	18:30:00	1.33495	1.33667	1.33427	1.33624	2257	0	7
2011.11.23	19:00:00	1.33626	1.33656	1.33547	1.33588	2131	0	6
2011.11.23	19:30:00	1.33590	1.33614	1.33302	1.33319	2335	0	7
2011.11.23	20:00:00	1.33318	1.33342	1.33201	1.33273	1959	0	13
2011.11.23	20:30:00	1.33271	1.33340	1.33234	1.33266	1571	0	13
2011.11.23	21:00:00	1.33271	1.33515	1.33237	1.33424	2045	0	13
2011.11.23	21:30:00	1.33425	1.33604	1.33355	1.33362	1860	0	13
2011.11.23	22:00:00	1.33362	1.33421	1.33333	1.33361	1193	0	12
2011.11.23	22:30:00	1.33364	1.33463	1.33361	1.33416	943	0	13
2011.11.23	23:00:00	1.33415	1.33508	1.33403	1.33480	847	0	18
2011.11.23	23:30:00	1.33478	1.33487	1.33439	1.33464	703	0	12
2011.11.24	00:00:00	1.33459	1.33537	1.33401	1.33522	1103	0	12
2011.11.24	00:30:00	1.33521	1.33564	1.33446	1.33453	1034	0	13
2011.11.24	01:00:00	1.33454	1.33635	1.33427	1.33632	1530	0	12
2011.11.24	01:30:00	1.33629	1.33630	1.33520	1.33603	1160	0	12
2011.11.24	02:00:00	1.33603	1.33673	1.33590	1.33633	1201	0	12
2011.11.24	02:30:00	1.33634	1.33685	1.33617	1.33644	1058	0	12
2011.11.24	03:00:00	1.33643	1.33750	1.33612	1.33737	1189	0	13
2011.11.24	03:30:00	1.33738	1.33783	1.33707	1.33752	1109	0	12
2011.11.24	04:00:00	1.33752	1.33832	1.33744	1.33800	899	0	9
2011.11.24	04:30:00	1.33798	1.33824	1.33763	1.33799	939	0	12
2011.11.24	05:00:00	1.33800	1.33815	1.33768	1.33783	858	0	12
2011.11.24	05:30:00	1.33781	1.33781	1.33648	1.33678	904	0	12
2011.11.24	06:00:00	1.33677	1.33754	1.33675	1.33699	1251	0	8
2011.11.24	06:30:00	1.33701	1.33745	1.33573	1.33586	1701	0	8
2011.11.24	07:00:00	1.33587	1.33631	1.33541	1.33619	1729	0	8
2011.11.24	07:30:00	1.33617	1.33762	1.33614	1.33681	1808	0	8
2011.11.24	08:00:00	1.33677	1.33930	1.33672	1.33839	2751	0	8
2011.11.24	08:30:00	1.33837	1.33910	1.33718	1.33743	2507	0	8
2011.11.24	09:00:00	1.33742	1.33769	1.33605	1.33716	2878	0	9
2011.11.24	09:30:00	1.33717	1.33789	1.33670	1.33743	2626	0	7
2011.11.24	10:00:00	1.33744	1.34057	1.33723	1.33924	2908	0	8
2011.11.24	10:30:00	1.33921	1.34109	1.33901	1.33966	2763	0	8
2011.11.24	11:00:00	1.33965	1.34015	1.33705	1.33754	2574	0	8
2011.11.24	11:30:00	1.33753	1.33782	1.33548	1.33575	2484	0	7
2011.11.24	12:00:00	1.33576	1.33866	1.33571	1.33855	2770	0	9
2011.11.24	12:30:00	1.33856	1.33934	1.33783	1.33868	2263	0	8
2011.11.24	13:00:00	1.33868	1.34081	1.33783	1.33840	2481	0	8
2011.11.24	13:30:00	1.33839	1.33919	1.33690	1.33718	2256	0	8
2011.11.24	14:00:00	1.33717	1.33807	1.33622	1.33790	2308	0	7
2011.11.24	14:30:00	1.33791	1.33851	1.33243	1.33357	2934	0	8
2011.11.24	15:00:00	1.33358	1.33451	1.33279	1.33289	2437	0	7
2011.11.24	15:30:00	1.33290	1.33356	1.33186	1.33330	2498	0	8
2011.11.24	16:00:00	1.33329	1.33372	1.33160	1.33361	2387	0	8
2011.11.24	16:30:00	1.33361	1.33377	1.33215	1.33215	2081	0	7
2011.11.24	17:00:00	1.33214	1.33351	1.33205	1.33287	1812	0	9
2011.11.24	17:30:00	1.33284	1.33400	1.33235	1.33397	1598	0	7
2011.11.24	18:00:00	1.33396	1.33526	1.33396	1.33434	1708	0	10
2011.11.24	18:30:00	1.33433	1.33456	1.33340	1.33397	1328	0	10
2011.11.24	19:00:00	1.33395	1.33409	1.33346	1.33390	967	0	11
2011.11.24	19:30:00	1.33393	1.33416	1.33372	1.33402	860	0	11
2011.11.24	20:00:00	1.33401	1.33416	1.33341	1.33350	484	0	12
2011.11.24	20:30:00	1.33349	1.33360	1.33317	1.33337	746	0	12
2011.11.24	21:00:00	1.33337	1.33453	1.33319	1.33417	858	0	12
2011.11.24	21:30:00	1.33416	1.33484	1.33388	1.33481	894	0	12
2011.11.24	22:00:00	1.33480	1.33480	1.33451	1.33453	600	0	15
2011.11.24	22:30:00	1.33454	1.33473	1.33430	1.33457	848	0	12
2011.11.24	23:00:00	1.33455	1.33507	1.33421	1.33465	906	0	18
2011.11.24	23:30:00	1.33462	1.33494	1.33400	1.33400	720	0	12
2011.11.25	00:00:00	1.33401	1.33441	1.33312	1.33322	1579	0	12
2011.11.25	00:30:00	1.33322	1.33402	1.33229	1.33297	1674	0	12
2011.11.25	01:00:00	1.33296	1.33321	1.33209	1.33222	1679	0	14
2011.11.25	01:30:00	1.33223	1.33232	1.33139	1.33164	1400	0	18
2011.11.25	02:00:00	1.33164	1.33318	1.33151	1.33295	1437	0	12
2011.11.25	02:30:00	1.33296	1.33301	1.33143	1.33244	1438	0	17
2011.11.25	03:00:00	1.33245	1.33322	1.33237	1.33271	1310	0	12
2011.11.25	03:30:00	1.33271	1.33301	1.33214	1.33228	1215	0	12
2011.11.25	04:00:00	1.33221	1.33233	1.33141	1.33147	959	0	18
2011.11.25	04:30:00	1.33148	1.33186	1.33064	1.33079	1200	0	18
